# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 1231c855beb790f3
# CUDA_DEVICE 1 GeForce 8800 GTS 512
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,gridSizeZ,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,branch,divergent_branch,instructions,warp_serialize,cta_launched,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,tex_cache_hit,tex_cache_miss
12383d0466d48b00,memcpyHtoD,91041.6,91701.7,,,,,,,,,,,0,0,98447360,0
12383d046d24de80,memset32,1456.61,14.921,1,32,4040,1,96,1,1,0,40,4,0,-1,,0,24240,0,533304,0,16160,0,0,0,387840,0,0,0,0
12383d046d3b2500,memset32,1458.34,3.072,1,32,4040,1,96,1,1,0,40,4,0,-1,,0,24240,0,533304,0,16160,0,0,0,387840,0,0,0,0
12383d046d517240,memset32,1458.46,3.072,1,32,4040,1,96,1,1,0,40,4,0,-1,,0,24240,0,533304,0,16160,0,0,0,387840,0,0,0,0
12383d046d67c020,_Z20calculate_temp_greenPfjS_S_S_jj10vcd_paramsi,22213.8,3.072,0.333,189,252,1,16,16,1,4608,64,20,0,-1,,0,1166984,47632,7609231,0,5954,0,428688,0,0,0,0,0,0
