# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 1251a1d73233e587
# CUDA_DEVICE 0 GeForce GTX 480
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,gridSizeZ,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,gld_inst_8bit,gld_inst_16bit,gld_inst_32bit,gld_inst_64bit,gld_inst_128bit,gst_inst_8bit,gst_inst_16bit,gst_inst_32bit,gst_inst_64bit,gst_inst_128bit,local_load,local_store,gld_request,gst_request,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,branch,l1_local_load_miss,l1_local_store_hit,divergent_branch,l1_local_store_miss,l1_global_load_hit,inst_issued,l1_global_load_miss,inst_executed,uncached_global_load_transaction,global_store_transaction,warps_launched,threads_launched,l1_shared_bank_conflict,active_warps,active_cycles,l2 read requests,l2 read texture requests,l2 write requests,l2 read misses,l2 write misses,tex cache requests,tex cache misses,threads instruction executed,dram reads,dram writes
1251fbb4a3e9c6e0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1787.42,3.732,0.333,9,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,46840,0,0,0,0,4592,0,0,752,1504,268,16,21072,1020,1,1696,181542,0,2216,1124,40,60,1996840,208,1994984,0,32,16,512,0,20013660,1250766,9604,0,2648,63372,2648,0,0,22370904,63460,2648
1251fbb4a40513a0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1788.19,4.047,0.333,10,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,52056,0,0,0,0,5104,0,0,752,1504,268,16,21072,1020,1,1696,181526,0,2219,1124,37,60,1996949,208,1995080,0,32,16,512,0,20022028,1251374,10676,0,2964,63692,2968,0,0,22371880,63800,2968
1251fbb4a42063a0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1786.62,16.951,0.333,11,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,57272,0,0,0,0,5616,0,0,752,1504,268,16,21072,1020,1,1744,181526,0,2213,1108,43,60,1997062,208,1995144,0,32,16,512,0,20018972,1250878,11768,0,3308,64469,3300,0,0,22370776,63336,3300
1251fbb4a43badc0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1787.94,3.611,0.333,12,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,62488,0,0,0,0,6128,0,0,752,1504,268,16,21072,1020,1,1696,181510,0,2214,1092,42,60,1996886,208,1995048,0,32,16,512,0,20026451,1251046,12808,0,3584,55253,3584,0,0,22371192,57681,3584
1251fbb4a456fc60,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1787.46,3.542,0.333,13,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,67704,0,0,0,0,6640,0,0,752,1504,268,16,21072,1020,1,1680,181542,0,2216,1172,40,60,1997016,208,1995112,0,32,16,512,0,20015628,1250901,13940,0,3944,65372,3940,0,0,22365232,65576,3940
1251fbb4a4724a20,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1787.9,3.575,0.333,14,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,72920,0,0,0,0,7152,0,0,752,1504,268,16,21072,1020,1,1728,181542,0,2213,1140,43,60,1997007,208,1995112,0,32,16,512,0,20015180,1250934,15016,0,4292,65904,4288,0,0,22369992,66009,4288
1251fbb4a48d98c0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1787.84,4.075,0.333,15,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,78136,0,0,0,0,7664,0,0,752,1504,268,16,21072,1020,1,1744,181526,0,2214,1140,42,60,1997059,208,1995144,0,32,16,512,0,20017932,1250652,16080,0,4580,66812,4584,0,0,22369128,65900,4584
1251fbb4a4a8e720,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3569.66,3.798,0.333,16,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,83352,0,0,0,0,8176,0,0,1504,3008,548,32,42144,2052,2,3520,363106,0,4428,2216,84,120,1997219,208,1995256,0,32,32,1024,0,40040875,1251295,17180,0,5108,121167,5088,0,0,33557316,119743,5088
1251fbb4a4df65a0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3569.86,3.66,0.333,17,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,88568,0,0,0,0,8688,0,0,1504,3008,554,32,42144,2058,2,3440,181542,0,2214,1140,44,60,1996724,208,1994904,0,32,16,512,0,40066699,1251211,18288,0,5424,119641,5440,0,0,22368416,120945,5440
1251fbb4a515e500,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3570.59,3.578,0.333,18,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,93784,0,0,0,0,9200,0,0,752,1504,268,16,42144,2052,2,3456,181526,0,2213,2234,88,120,3994990,434,3991276,0,80,32,1024,0,40043499,1251717,19316,0,5764,124112,5768,0,0,44748884,116573,5768
1251fbb4a54c6760,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3572.7,3.657,0.333,19,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,99000,0,0,0,0,9712,0,0,1504,3008,554,32,21072,1020,1,1808,181542,0,2217,1124,41,60,1997240,208,3990972,0,80,16,512,0,20034531,1252274,20368,0,6096,123249,6056,0,0,22373688,127628,6056
1251fbb4a582f1c0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3572.54,3.969,0.333,20,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,104216,0,0,0,0,10224,0,0,1504,3008,554,32,42144,2058,2,3472,363124,0,4428,2266,84,120,3994462,434,3991160,0,80,32,1024,0,40041691,2503731,21472,0,6332,118665,6364,0,0,33558318,128504,6364
1251fbb4a5b97bc0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3574.21,3.557,0.333,21,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,109432,0,0,0,0,10736,0,0,1504,3008,554,32,42144,2058,2,3344,363156,0,4430,2250,81,120,3994037,434,3989900,0,80,32,1024,0,40042747,2502334,22516,0,6668,125168,6636,0,0,44743204,118465,6636
1251fbb4a5f00c20,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3572.86,3.587,0.333,22,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,114648,0,0,0,0,11248,0,0,1504,3008,554,32,21072,1020,1,1712,363092,0,4433,2250,83,120,1997040,208,3990572,0,80,32,1024,0,40074917,2502993,23648,0,7008,130608,7004,0,0,44748620,130472,7004
1251fbb4a62697a0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3573.89,3.666,0.333,23,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,119864,0,0,0,0,11760,0,0,1504,3008,554,32,42144,2058,2,3376,363124,0,4427,2234,85,120,3994187,434,3990492,0,80,32,1024,0,40054171,2503661,24736,0,7320,130388,7316,0,0,44747476,131516,7316
1251fbb4a65d2740,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3574.5,3.756,0.333,24,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,125080,0,0,0,0,12272,0,0,1504,3008,548,32,42144,2058,2,3488,363156,0,4428,2266,84,120,3994943,434,3990700,0,80,32,1024,0,20046115,2504132,25764,0,7604,131772,7604,0,0,44747996,124056,7604
1251fbb4a693b880,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3575.17,4.062,0.333,25,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,130296,0,0,0,0,12784,0,0,1504,3008,554,32,42144,2058,2,3472,363156,0,4421,2330,85,120,3994260,434,3990700,0,80,32,1024,0,40057483,2504130,26884,0,7924,133860,7924,0,0,44740468,129641,7924
1251fbb4a6ca4c80,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3575.23,3.626,0.333,26,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,135512,0,0,0,0,13296,0,0,1504,3008,554,32,42144,2058,2,3536,363156,0,4428,2250,81,120,3994046,434,3990524,0,80,32,1024,0,40052203,2503016,27976,0,8240,130677,8312,0,0,44745732,135012,8312
1251fbb4a700e120,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3575.49,3.638,0.333,27,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,140728,0,0,0,0,13808,0,0,1504,3008,554,32,42144,2058,2,3424,363140,0,4425,2218,83,120,3993973,434,3990380,0,80,32,1024,0,40076878,2504405,29044,0,8584,126433,8584,0,0,44744060,132032,8584
1251fbb4a7377720,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3577.02,3.581,0.333,28,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,145944,0,0,0,0,14320,0,0,1504,3008,554,32,42144,2058,2,3472,363156,0,4424,2266,83,120,3994920,434,3990828,0,80,32,1024,0,40078773,2505105,30100,0,8900,133062,8896,0,0,44743316,133067,8896
1251fbb4a76e12e0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3576.51,3.53,0.333,29,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,151160,0,0,0,0,14832,0,0,1504,3008,554,32,42144,2058,2,3472,363140,0,4424,2234,85,120,3994390,434,3990668,0,80,32,1024,0,40069179,2504281,31148,0,9196,136212,9180,0,0,44746988,131240,9180
1251fbb4a7a4ac00,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,3576.96,3.578,0.333,30,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,156376,0,0,0,0,15344,0,0,1504,3008,554,32,42144,2058,2,3664,363108,0,4430,2250,83,120,3995283,434,3991516,0,80,32,1024,0,40095317,2505801,32364,0,9544,130079,9576,0,0,44750908,137102,9576
1251fbb4a7db4720,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5358.27,4.053,0.333,31,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,161592,0,0,0,0,15856,0,0,1504,3008,554,32,42144,2058,2,3472,363124,0,4423,2218,90,120,3994393,434,3990684,0,80,48,1536,0,60102650,3756822,33284,0,9836,195362,9856,0,0,55931056,196019,9856
1251fbb4a82d1080,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5358.14,3.801,0.333,32,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,166808,0,0,0,0,16368,0,0,1504,3008,554,32,42144,2058,2,3680,363140,0,4421,2250,89,120,3995389,434,3990972,0,80,32,1024,0,40089253,2505411,34436,0,10212,196321,10248,0,0,55938250,191204,10248
1251fbb4a87ed9a0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5361.25,3.657,0.333,33,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,172024,0,0,0,0,16880,0,0,1504,3008,554,32,63216,3096,3,5280,363156,0,4420,3392,134,180,5992716,654,3990860,0,80,48,1536,0,40088462,2505230,35468,0,10456,191941,10528,0,0,44743620,197617,10528
1251fbb4a8d0aec0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5361.18,3.654,0.333,34,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,177240,0,0,0,0,17392,0,0,1504,3008,554,32,42144,2058,2,3472,544720,0,6639,3424,129,180,3994140,434,3990460,0,80,32,1024,0,40092079,2505781,36688,0,10928,202972,10944,0,0,44741188,188605,10944
1251fbb4a9228380,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5362.78,3.744,0.333,35,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,182456,0,0,0,0,17904,0,0,1504,3008,554,32,42144,2058,2,3616,544770,0,6641,3328,128,180,3994973,434,3991132,0,80,48,1536,0,60121632,3758096,37640,0,11120,189970,11084,0,0,55934352,199749,11084
1251fbb4a9745e60,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5360.67,4.017,0.333,36,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,187672,0,0,0,0,18416,0,0,1504,3008,554,32,63216,3096,3,5232,544754,0,6638,3280,126,180,3995114,434,5986192,0,128,32,1024,0,40092331,3756680,38860,0,11536,200916,11524,0,0,55935914,191026,11524
1251fbb4a9c63100,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5362.08,3.551,0.333,37,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,192888,0,0,0,0,18928,0,0,2256,4512,840,48,63216,3096,3,5376,363172,0,4426,3392,128,180,5992175,654,5986528,0,128,32,1024,0,60143473,2506172,39828,0,11732,202266,11828,0,0,67122856,202355,11828
1251fbb4aa180920,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5362.91,3.684,0.333,38,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,198104,0,0,0,0,19440,0,0,2256,4512,840,48,63216,3096,3,5184,544770,0,6640,3360,131,180,3994948,434,5986032,0,128,48,1536,0,60142218,3757883,40972,0,12136,195883,12084,0,0,67117600,197427,12084
1251fbb4aa69e460,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5363.78,3.605,0.333,39,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,203320,0,0,0,0,19952,0,0,1504,3008,554,32,42144,2058,2,3472,544674,0,6639,2250,81,120,5993043,654,5986336,0,128,48,1536,0,40099893,2506182,41984,0,12408,208710,12420,0,0,67121616,204543,12420
1251fbb4aabbc340,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5364,3.774,0.333,40,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,208536,0,0,0,0,20464,0,0,2256,4512,840,48,63216,3096,3,5072,544706,0,6635,2218,84,120,5991948,660,5986448,0,128,48,1536,0,60145834,3758602,43144,0,12812,197202,12868,0,0,67115680,200329,12868
1251fbb4ab0da300,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5365.31,4.059,0.333,41,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,213752,0,0,0,0,20976,0,0,2256,4512,840,48,63216,3096,3,4960,544850,0,6638,3376,125,180,5991394,660,5985872,0,128,48,1536,0,60119293,3757836,44148,0,13080,206370,13048,0,0,67115248,205109,13048
1251fbb4ab5f87c0,_Z22interpolate_g_dg_neg_kPfS_jS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,5365.09,3.648,0.333,42,1,1,32,16,1,31744,0,63,1,-1,,0,0,0,218968,0,0,0,0,21488,0,0,2256,4512,840,48,63216,3096,3,5376,544722,0,6639,3360,132,180,5991778,660,3991244,0,80,48,1536,0,60139882,3759596,45188,0,13420,207697,13332,0,0,67119704,207765,13332
