# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 1257111b6672af38
# CUDA_DEVICE 0 GeForce GTX 480
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,gridSizeZ,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,branch,sm_cta_launched,l1_shared_bank_conflict,divergent_branch
12586de2c5135b20,memset32,125.92,3.657,1,13,1542,1,192,1,1,0,0,4,0,-1,,0,15894,1340,0,0
12586de2c5155300,_Z22interpolate_g_dg_pos_kPfjS_S_S_S_jPKfS1_S1_jS1_S1_jPKiji10vcd_params26smeminfo_interpolate_g_posii,20755,5.383,0.667,72,192,1,32,16,1,18432,0,29,0,-1,,0,2983296,923,0,235776
12586de2c65aa380,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1364.19,9.613,0.333,1,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c66ff460,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1352.16,4.76,0.667,2,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c68503a0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1352.45,4.342,0.667,3,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c69a11e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1354.11,4.126,0.667,4,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c6af22e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1354.14,4.156,0.667,5,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c6c43460,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1353.98,4.075,0.667,6,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c6d95ba0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1353.31,6.273,0.667,7,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c6ee7180,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1352.74,4.486,0.667,8,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c703aca0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1353.25,4.348,0.667,9,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c718ba40,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1353.47,4.075,0.667,10,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c72dc820,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1355.14,4.068,0.667,11,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c742de00,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1356.77,4.02,0.667,12,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c75b0760,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1358.21,4.883,0.667,13,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c7702c80,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1358.46,4.186,0.667,14,1,1,32,16,1,21200,0,32,0,-1,,0,14616,1,0,160
12586de2c7855060,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1412.67,4.414,0.667,15,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c79b4d60,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1418.14,4.502,0.667,16,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c7b15880,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1412.8,4.056,0.667,17,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c7c74e60,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1416.83,4.014,0.667,18,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c7dd5660,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1416.77,4.282,0.667,19,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c7f35c60,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1415.46,3.966,0.667,20,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c8095b20,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1420.77,4.041,0.667,21,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c81f6fa0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1422.75,3.993,0.667,22,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c8358cc0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1422.18,4.282,0.667,23,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c84ba7e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1423.74,4.02,0.667,24,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c861c900,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1420,4.044,0.667,25,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c87820e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1420.35,4.39,0.667,26,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c88e34e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1422.94,4.135,0.667,27,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c8a47780,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1424.32,4.619,0.667,28,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c8ba9c00,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1422.69,4.09,0.667,29,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c8d0b840,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1415.71,3.996,0.667,30,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c8e6bb40,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2750.91,4.345,0.667,31,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c9111ca0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2797.02,4.047,0.667,32,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2c93c3500,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2802.37,4.306,0.667,33,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,480
12586de2c9677cc0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2815.74,7.749,0.667,34,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,320
12586de2c9930de0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2750.14,6.351,0.667,35,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,480
12586de2c9bd6be0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2752.32,3.999,0.667,36,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,640
12586de2c9e853e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2808.51,4.444,0.667,37,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,320
12586de2ca139640,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2753.34,4.144,0.667,38,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,480
12586de2ca3e01a0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2753.57,4.309,0.667,39,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,480
12586de2ca686f00,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2805.66,4.144,0.667,40,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,480
12586de2ca93a660,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2819.55,4.044,0.667,41,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,320
12586de2cabf1480,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2816.77,4.002,0.667,42,1,1,32,16,1,21200,0,32,0,-1,,0,29232,2,0,320
12586de2caea7760,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2822.75,4.056,0.667,43,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,480
12586de2cb15f360,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2824.1,4.023,0.667,44,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,480
12586de2cb417240,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2821.6,4.084,0.667,45,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,640
12586de2cb6ce7c0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2822.02,4.002,0.667,46,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,640
12586de2cb986840,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2817.06,4.676,0.667,47,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,480
12586de2cbc3d540,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2821.76,4.568,0.667,48,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,480
12586de2cbef4a40,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2819.52,4.056,0.667,49,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,320
12586de2cc1ab700,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2817.28,4.053,0.667,50,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,320
12586de2cc461ae0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2819.71,4.09,0.667,51,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,480
12586de2cc718ea0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2823.97,4.174,0.667,52,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,640
12586de2cc9d0dc0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2820.38,4.072,0.667,53,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,320
12586de2ccc87f00,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2822.21,4.354,0.667,54,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,320
12586de2ccf68660,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2830.78,4.462,0.667,55,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,640
12586de2cd231d00,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2828.32,4.111,0.667,56,1,1,32,16,1,21200,0,32,0,-1,,0,43848,3,0,640
12586de2cd4ebb20,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2838.53,4.694,0.667,57,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,640
12586de2cd7a7dc0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2825.06,4.291,0.667,58,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,480
12586de2cda620a0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2825.28,4.156,0.667,59,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,640
12586de2cdd1a4e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2844.1,3.975,0.667,60,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,640
12586de2cdfe0080,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4140.1,4.438,0.667,61,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,640
12586de2ce3d9560,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4149.02,4.108,0.667,62,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,640
12586de2ce7d4de0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4147.58,4.489,0.667,63,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,640
12586de2cebd02c0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4151.71,4.165,0.667,64,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,640
12586de2cefcd6a0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4147.23,4.171,0.667,65,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,640
12586de2cf3c8e00,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4203.94,4.378,0.667,66,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,800
12586de2cf7d1a20,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4209.25,4.078,0.667,67,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,800
12586de2cfbdbd20,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4154.14,4.023,0.667,68,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,640
12586de2cffd8880,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4204.86,4.081,0.667,69,1,1,32,16,1,21200,0,32,0,-1,,0,87696,6,0,800
12586de2d03e1c80,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4210.85,4.237,0.667,70,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,640
12586de2d07ecb80,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4208.93,4.73,0.667,71,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,800
12586de2d0bf7240,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4219.1,4.351,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73090,5,0,960
12586de2d1003da0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4205.76,4.15,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d140d5e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4214.24,4.231,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,801
12586de2d1818fa0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4158.5,4.297,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d1c17240,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4161.7,4.264,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d2015b80,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4156.9,4.138,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d2413d20,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4220.48,4.679,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d2820e20,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4160.03,4.631,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,800
12586de2d2c1f1e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4160.32,4.216,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d301e000,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4209.86,4.553,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d34284e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4227.17,4.09,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d38372a0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4220.22,4.303,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d3c6cec0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4216.1,4.983,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d4088da0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4216.13,4.64,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d4495a80,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4197.57,4.998,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d489d240,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4218.08,4.565,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d4ca9a20,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4199.62,4.231,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,800
12586de2d50b1da0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4221.57,4.264,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,800
12586de2d54bf1c0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4207.46,4.093,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d58c9220,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4201.66,4.321,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,801
12586de2d5cd1480,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4208.7,3.921,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73110,5,0,960
12586de2d60dbf40,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4212.03,4.556,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,58474,4,0,800
12586de2d64e6dc0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4215.65,4.068,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,800
12586de2d68f32e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4214.69,4.865,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,73080,5,0,640
12586de2d6cfeac0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4209.31,4.129,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,58464,4,0,801
12586de2d7108e20,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4216.93,4.117,0.667,71,1,1,32,16,1,21200,0,32,0,-1,,0,73480,5,0,640
12586de2d7516380,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4215.3,4.12,0.667,70,1,1,32,16,1,21200,0,32,0,-1,,0,73480,5,0,800
12586de2d79224c0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4157.5,4.399,0.667,69,1,1,32,16,1,21200,0,32,0,-1,,0,73480,5,0,800
12586de2d7d20700,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4158.05,4.498,0.667,68,1,1,32,16,1,21200,0,32,0,-1,,0,73480,5,0,640
12586de2d811e400,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4154.69,4.201,0.667,67,1,1,32,16,1,21200,0,32,0,-1,,0,58784,4,0,641
