# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 12587cf5013eecb8
# CUDA_DEVICE 0 GeForce GTX 480
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,gridSizeZ,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,l1_shared_bank_conflict
12592d0ddee75060,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1426.78,4.453,0.667,20,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ddefd7b40,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1424.26,4.258,0.667,21,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ddf139da0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1425.47,4.201,0.667,22,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ddf29c540,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1423.1,4.041,0.667,23,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ddf3ffda0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1424.1,4.646,0.667,24,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ddf561dc0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1422.3,4.008,0.667,25,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ddf6c7f20,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1424.22,8.005,0.667,26,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ddf82a140,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1430.24,4.078,0.667,27,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ddf9913a0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1424.45,8.79,0.667,28,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ddfaf40e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1420.93,4.544,0.667,29,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ddfc55600,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,1409.12,4.132,0.667,30,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ddfdb3ba0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2744.93,4.084,0.667,31,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de0058780,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2748.64,4.123,0.667,32,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de02fdfa0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2750.5,4.102,0.667,33,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de05a3e00,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2750.94,3.951,0.667,34,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de0849dc0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2794.94,4.05,0.667,35,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de0afb540,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2752.74,4.574,0.667,36,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de0da8f00,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2751.26,4.568,0.667,37,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de104fec0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2753.82,4.517,0.667,38,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de12f6b00,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2811.68,4.053,0.667,39,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de15ac0a0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2801.6,4.279,0.667,40,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de185e7c0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2793.92,4.153,0.667,41,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de1b0f0e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2812.45,4.084,0.667,42,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de1dc40a0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2818.02,4.065,0.667,43,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de207b980,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2811.1,4.724,0.667,44,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de2330700,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2818.75,4.273,0.667,45,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de25e75a0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2820.93,4.27,0.667,46,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de289ef40,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2817.54,4.216,0.667,47,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de2b55ae0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2820.93,4.267,0.667,48,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de2e0cd00,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2820.58,4.053,0.667,49,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de30c3ea0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2824.45,4.053,0.667,50,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de337cb20,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2821.98,4.577,0.667,51,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de36343e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2824.35,4.207,0.667,52,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de38ec680,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2822.11,4.225,0.667,53,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de3ba3ba0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2827.74,4.09,0.667,54,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de3e5d0e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2824.42,4.33,0.667,55,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de4115060,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2827.49,4.225,0.667,56,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de43ce000,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2828.16,4.294,0.667,57,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de4687440,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2822.24,4.252,0.667,58,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de493ee40,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2829.54,4.102,0.667,59,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de4bf8140,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,2835.78,4.072,0.667,60,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de4edad60,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4145.66,4.505,0.667,61,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de52e53e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4144.86,4.294,0.667,62,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de56e0860,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4149.41,4.426,0.667,63,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de5adc000,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4146.02,4.084,0.667,64,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de5ed6be0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4145.76,4.189,0.667,65,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de62d5bc0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4206.4,7.719,0.667,66,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de66dfb40,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4152.7,4.363,0.667,67,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de6adbf60,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4212.96,4.132,0.667,68,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de6eea900,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4189.44,4.285,0.667,69,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de72eff20,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4211.3,4.141,0.667,70,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de76fb0a0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4210.08,4.288,0.667,71,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de7b09700,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4217.76,4.111,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de7f15880,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4217.73,4.099,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de8322480,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4157.79,4.291,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de8724200,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4210.94,4.556,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de8b2eba0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4193.7,4.171,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de8f351c0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4194.94,4.234,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de933ef80,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4218.82,4.483,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de974b800,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4211.46,4.189,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de9b56640,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4210.88,4.291,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0de9f61020,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4215.71,4.189,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0dea36d100,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4161.41,4.36,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0dea76b860,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4211.58,4.117,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0deab87700,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4159.62,4.52,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0deaf86220,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4220.67,4.559,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0deb393480,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4215.14,4.279,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0deb79f720,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4209.76,4.381,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0debbd1ac0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4214.62,4.339,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0debfecee0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4206.88,4.601,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0dec3f7640,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4165.25,4.682,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0dec7f6b60,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4219.42,4.132,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0decc039a0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4210.05,4.249,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ded00e0e0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4160.67,4.348,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ded40cf40,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4201.98,4.462,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
12592d0ded816dc0,_Z23interpolate_g_dg_neg_k2PfjS_S_S_S_jPKfS1_S1_jS1_jPKijiiii10vcd_params26smeminfo_interpolate_g_negii,4211.04,5.184,0.667,72,1,1,32,16,1,21200,0,32,0,-1,,0,0
